,Comments,Label
1055,"আমি কখনই কোনও মুখ ভুলি না, তবে আপনার ক্ষেত্রে আমি ব্যতিক্রম করতে পেরে খুশি হব",1.0
1056,"এটি আমি দেখেছি এমন কুরুচিপূর্ণ শীর্ষ, তবুও এটি আপনার মুখটি পুরোপুরি প্রশংসা করে",1.0
1057,"আমি এখনই ব্যস্ত, আমি কি আপনাকে অন্য কোনও সময় উপেক্ষা করতে পারি?",1.0
1058,আমাকে বলুন.বোকা একটি পেশা হচ্ছে বা আপনি কেবল প্রতিভাশালী,1.0
1059,সহিংসতা কিছু সমাধান করবে না।তবে এটি নিশ্চিত আমাকে ভাল বোধ করে,1.0
1060,"লোকেরা বলে যে হাসি সেরা ওষুধ, আপনার মুখ অবশ্যই বিশ্বকে নিরাময় করছে",1.0
1061,"আমি আপনাকে জাহান্নামে যেতে বলব, তবে আমি সেখানে কাজ করি এবং প্রতিদিন আপনার কুৎসিত মগ দেখতে চাই না",1.0
1062,নীরবতা সোনালি।নালী টেপ রৌপ্য,1.0
1063,"আমি প্লাস্টিক সার্জারিতে বিশ্বাস করি না।তবে আপনার ক্ষেত্রে, এগিয়ে যান",1.0
1064,হালকা শব্দের চেয়ে দ্রুত ভ্রমণ করে।এই কারণেই কিছু লোক কথা না বলা পর্যন্ত উজ্জ্বল প্রদর্শিত হয়,1.0
1065,"আয়নাগুলি কথা বলতে পারে না, আপনার জন্য ভাগ্যবান, তারাও হাসতে পারে না",1.0
1066,"একটি পাঠ্য প্রেরণের পুরো উদ্দেশ্যটি হ'ল কয়েক সেকেন্ড বা মিনিটের মধ্যে একটি উত্তর পাওয়া, অন্যথায়, আমি ফাকিং মেল দ্বারা একটি চিঠি পাঠাতাম",1.0
1067,"সমস্ত মেয়েরা চিনি এবং মশলা দিয়ে তৈরি হয় না এবং সবকিছু সুন্দর।কিছু মেয়ে কটাক্ষ, বাতাস এবং সবকিছু দিয়ে তৈরি হয়",1.0
1068,আপনি যদি পৃথিবী পরিবর্তন করতে চান তবে আপনি অবিবাহিত থাকাকালীন এটি করুন।একবার আপনি বিবাহিত হয়ে গেলে আপনি টিভি চ্যানেলটিও পরিবর্তন করতে পারবেন না,1.0
1069,কলেজের জন্য অর্থের প্রয়োজন।একটি কাজের জন্য কলেজ প্রয়োজন।অর্থের জন্য একটি চাকরি দরকার।কে এই সিস্টেমের পিছনে মাস্টারমাইন্ড ছিল,1.0
1070,"জিজ্ঞাসা।যে ব্যক্তি ক্রমাগত আপনার পরামর্শের জন্য জিজ্ঞাসা করে, তবুও আপনি যা বলেছিলেন তার বিপরীতে সর্বদা",1.0
1071,পরীক্ষায় আমার মনোভাব।তারা আমাকে এমন প্রশ্ন দেয় যা আমি জানি না।আমি তাদের উত্তর দিচ্ছি তারা জানেন না,1.0
1072,"আমি শান্ত দেখতে পাচ্ছি, তবে আমার মনের ভিতরে, আমি আপনাকে 20 বার, 5 মিনিটের মধ্যে 20 টি বিভিন্ন উপায়ে হত্যা করেছি",1.0
1073,বাচ্চারা খুব ভাগ্যবান।তারা সারাদিন ঘুমাতে পারে এবং প্রত্যেকে এখনও তাদের জন্য গর্বিত হবে,1.0
1074,আপনি যদি বেঁচে থাকেন তবে কেউ যদি চিন্তা করেন তবে কেউ যদি বেঁচে থাকেন তবে কয়েকটি গাড়ির পেমেন্ট মিস করার চেষ্টা করুন,1.0
1075,আপনি এবং আপনার বন্ধুরা যখন একই জিনিস সম্পর্কে রাগান্বিত হন তখন সত্য বন্ধন হয়,1.0
1076,"জম্বিগুলি মস্তিষ্ক খায়।চিন্তা করবেন না, আপনি নিরাপদ",1.0
1077,"পুলিশ একটি দ্রুতগতির গাড়িতে টানছে:
পুলিশ: আমি সারাদিন আপনার জন্য অপেক্ষা করছিলাম।
ড্রাইভার: হ্যাঁ ভাল আমি যত দ্রুত সম্ভব এখানে এসেছি",1.0
1078,"ছেলে: ""আপনি আমার টাইপ নন।""মেয়ে: ""কেন,‘ কারণ আমি পড়তে পারি? """,1.0
1079,আমি আপনার সাথে একমত হব কিন্তু তারপরে আমরা দুজনেই ভুল হয়ে যাব,1.0
1080,ওহ ... আমি আপনাকে বলিনি।তাহলে এটি অবশ্যই আপনার ব্যবসায়ের কোনও নয়,1.0
1081,আপনি যদি আপনার মুখের মতো দৌড়ে যান তবে আপনি ভাল আকারে থাকবেন,1.0
1082,আমি পাগল নই!কণ্ঠস্বর আমাকে বলে আমি পুরোপুরি বুদ্ধিমান,1.0
1083,কৌশল হ'ল এমন লোকদের জন্য যারা কটূক্তি ব্যবহার করার মতো যথেষ্ট মজাদার নয়,1.0
1084,অবশ্যই আমি আপনাকে সাহায্য করব।আপনি একইভাবে এসেছিলেন,1.0
1085,"আপনি নরকে যেতে!
আমি: সেখানে দেখা হবে।",1.0
1086,"শিক্ষক: আমরা শান্ত খেলা খেলতে যাচ্ছি।
ছাত্র: আপনি খুব খেলছেন?",1.0
1087,ভাবি আমি ব্যঙ্গাত্মক?আমাকে যত্ন নেওয়ার ভান দেখুন,1.0
1088,লোকেরা আমাকে কী মনে করে তা আমি চিন্তা করি না।কমপক্ষে মশা আমাকে আকর্ষণীয় মনে করে,1.0
1089,আমাদের দেশে আমাদের সিসিটিভি ক্যামেরার দরকার নেই।প্রতিবেশী এবং আত্মীয়স্বজন যথেষ্ট,1.0
1090,আমার বান্ধবী লুকোচুরি খেলে খুব ভাল।আমি এখনও তাকে খুঁজে পাইনি,1.0
1091,হতে পারে আপনার কিছু মেকআপ খাওয়া উচিত যাতে আপনি অভ্যন্তরেও সুন্দর হতে পারেন,1.0
1092,কোনও বই এর প্রচ্ছদ দ্বারা বিচার করবেন না।কোনও শিক্ষার্থী তার শতাংশ দ্বারা বিচার করবেন না,1.0
1093,শিক্ষক যদি আপনাকে বেরিয়ে আসতে বলে তবে এর অর্থ আপনি যুক্তিটি জিতেছেন,1.0
1094,আমি যখন একা ছিলাম তখন আমার পক্ষ ছেড়ে যাওয়ার জন্য আপনাকে ধন্যবাদ।আমি বুঝতে পেরেছিলাম আমি তোমাকে ছাড়া অনেক কিছু করতে পারি,1.0
1095,"আপনার চোখ বন্ধ হয়ে গেলে আপনি দেখতে ভাল লাগছেন, তবে আমার চোখ বন্ধ হয়ে গেলে আপনি সবচেয়ে ভাল দেখছেন",1.0
1096,কিছুই আশা করুন এবং আপনি কখনই হতাশ হবেন না!,1.0
1097,"আমি যদি আপনাকে মিস করার প্রতিশ্রুতি দিই, আপনি কি চলে যাবেন?",1.0
1098,"আমি ডায়েটে গিয়েছিলাম, ডোপ ধূমপান বন্ধ করে দিয়েছি, মদ্যপান এবং ভারী খাওয়া কেটে ফেলেছি এবং চৌদ্দ দিনে আমি দুই সপ্তাহ হারিয়েছি।",1.0
1099,আপনি যদি স্মার্ট হওয়ার চেষ্টা করেন তবে আমি ভাল হওয়ার চেষ্টা করব,1.0
1100,আমি একটি সামুদ্রিক ডায়েটে আছি।আমি যখন খাবার দেখি তখন আমি খাই।,1.0
1101,আপনি কেবল alous র্ষা করছেন কারণ ভয়েসগুলি কেবল আমার সাথে কথা বলে।,1.0
1102,"আপনার দিকে তাকান, আপনি নিখুঁত আকারে আছেন।একটি বৃত্ত জন্য।",1.0
1103,আপনি যদি কখনও আপনার প্রতিটি চিন্তাভাবনা লিখে থাকেন তবে আপনি এখন পর্যন্ত সবচেয়ে সংক্ষিপ্ত গল্পের জন্য একটি পুরষ্কার পাবেন ..,1.0
1104,আমি হাসছি.একা আপনাকে ভয় দেখানো উচিত।,1.0
1105,আপনার মুখ বন্ধ করে আপনি আরও ভাল শোনেন।,1.0
1106,আমার বন্ধুরা আপনার চেয়ে অনেক শীতল।তারা অদৃশ্য।,1.0
1107,যদি মনে হচ্ছে আমি কোনও অভিশাপ দিচ্ছি তবে দয়া করে আমাকে বলুন।আমি ভুল ছাপ ছেড়ে দিতে চাই না।,1.0
1108,"প্রতিটি সফল ব্যক্তির পিছনে, অনেক ব্যর্থ বছর রয়েছে।",1.0
1109,আমি দুঃখিত.আপনি কোন ভাষায় কথা বলছেন?এটি বুলশিটের মতো শোনাচ্ছে।,1.0
1110,সারক্যাসম: ইডিয়টসকে এটি উপলব্ধি না করে অপমান করার ক্ষমতা।,1.0
1111,"একটি ছেলে টেবিলে নখ হাতুড়ি করছে:
মা তুমি কি করছ?
ছেলে: এটা কি একটি কৌশল প্রশ্ন?",1.0
1112,এই হাতটি দেখুন?এটি এমন একটি চাপে নামবে যা প্রক্রিয়াটিতে আপনার মুখের সাথে যোগাযোগ করবে।শুধু আপনাকে সতর্কতা।,1.0
1113,আপনি যে প্রতিটি স্মার্ট জিনিসটির জন্য আপনাকে একটি ডলার দিতে হয় তবে আমি প্রচুর অর্থ সাশ্রয় করব,1.0
1114,আপনার নিজের ছাড়া আর কেউ নেই।যদি না অন্য কোনও লোক আপনার পাশে দাঁড়িয়ে না থাকে তবে আপনি তাকে দোষ দিতে পারেন।,1.0
1115,"আপনি: ওএমজি আপনি কি পড়েছেন?
আমি: না মাটি সবে এসে আমার মুখে আমাকে ধাক্কা দিয়েছে!",1.0
1116,"আপনি: আপনি কি আমার মনের এক টুকরো চান?
আমি: ওহ না, আমি শেষ টুকরোটি নিতে পারিনি।",1.0
1117,আমি ভেবেছিলাম আমি বোকা পিনাকল দেখেছি।তারপরে আমি তোমার সাথে দেখা করেছি।,1.0
1118,"প্রশ্ন: আপনি কি জানেন আমি কে?
উত্তর: না কেন?আপনি ভুলে গিয়ে?",1.0
1119,"আপনি সর্বদা আমাকে একটি অনুগ্রহ করেন, যখন আপনি চুপ করে থাকেন!",1.0
1120,আপনি যদি লিফট বোতামটি তিনবার টিপেন তবে তা হুট মোডে যায় - সত্যই।,1.0
1121,"*আমি আমার গাড়ি ধোয়া*
ব্যক্তি: আরে কি হচ্ছে?আপনার গাড়ী ধোয়া?
আমি: না, এটি কোনও বাসে বাড়বে কিনা তা দেখার জন্য আমি এটি জল দিচ্ছি।",1.0
1122,আপনি যা ভাবেন সে সম্পর্কে আমি আসলে যে ধারণাটি যত্ন করি তা আপনাকে দেওয়ার জন্য আমি কী করেছি?,1.0
1123,আমার হারানোর আগে আপনার ধৈর্য সন্ধান করুন।,1.0
1124,আপনি কি সর্বদা এই প্রতিবন্ধী বা আপনি আজ একটি বিশেষ প্রচেষ্টা করছেন?,1.0
1125,"ব্যক্তি 1: আমার জিনিস দেখুন।
আমাকে কেন?এটা কি একটি কৌশল করতে চলেছে?",1.0
1126,আপনি অন্য সবার মতোই অনন্য।,1.0
1127,"আমি তালি দিয়েছি কারণ এটি শেষ হয়েছে, আমি এটি পছন্দ করি না।",1.0
1128,এটি একটি সুন্দর পোষাক।খুব খারাপ আপনি এটি আপনার আকারে খুঁজে পেতে পারেন নি।,1.0
1129,এখানে আমাকে আমার কাছে গুরুত্বপূর্ণ কী তা ফেলে দিন এবং আপনার এবং আপনার সমস্ত প্রয়োজনের দিকে মনোযোগ দিন।,1.0
1130,আপনার চোখ ঘূর্ণায়মান রাখুন।আপনি সেখানে ফিরে একটি মস্তিষ্ক খুঁজে পাবেন।,1.0
1131,আমি প্রথম দর্শনে বিরক্তিতে বিশ্বাস করি।,1.0
1132,"আমি সেই বয়সে পৌঁছেছি যেখানে আমার মস্তিষ্ক ""আপনার সম্ভবত এটি বলা উচিত নয়।""""কী কী, আসুন দেখি কী হয়।""",1.0
1133,প্রতিশোধ আমার নীচে।দুর্ঘটনাগুলি অবশ্য ঘটবে।,1.0
1134,আজ আপনাকে পছন্দ করার ভান করার শক্তি আমার নেই।,1.0
1135,আমি যদি নিজেকে হত্যা করতে চাইতাম তবে আমি আপনার অহংকারে উঠে আপনার আইকিউতে ঝাঁপিয়ে পড়তাম।,1.0
1136,নিজেকে পুনরাবৃত্তি করার দরকার নেই।আমি আপনাকে প্রথমবারের মতো জরিমানা উপেক্ষা করেছি।,1.0
1137,"আমি এমন লোকদের আশেপাশে থাকতে পারি না যারা আমি যা বলি তা সবই গুরুত্ব সহকারে নেয়।আমার অর্থ হচ্ছে না, আমি কেবল নরকের মতো ব্যঙ্গাত্মক এবং আমি চারপাশে রসিকতা করতে পছন্দ করি।তুমি কেন কাঁদছ?",1.0
1138,আমি প্রায় একটি f..ck দিয়েছি।আমার থেকে ছিটেফোঁটা ভয়।,1.0
1139,আমার ব্যঙ্গাত্মক স্তরটি এমন পর্যায়ে পৌঁছেছে যেখানে আমি জানি না আমি মজা করছি কি না।,1.0
1140,আমার মা বোকা বড় করেন নি।একটি মনস্তাত্ত্বিক শীতল হৃদয় বি..চ।তবে বোকা নয়।,1.0
1141,আমি আশা করি আপনি যে বাসটি আমাকে সোয়ারভের নীচে ফেলে দিয়েছেন তা আপনাকে ফুটপাতে আঘাত করার জন্য।,1.0
1142,"কি আপনাকে হত্যা করে না, আমাকে হতাশ করে।",1.0
1143,আপনি যদি এটিকে যথেষ্ট পরিমাণে ফেলে দেন তবে একটি অ্যাপল কিছু দিন দূরে রাখে।,1.0
1144,আমি জাহান্নামে জ্বলন্ত অনুশীলনের জন্য সুপার-হট ঝরনা নিই।,1.0
1145,আপনি এই কারণেই এই দেশকে শ্যাম্পুতে দিকনির্দেশনা রাখতে হবে।,1.0
1146,মনে আছে আমি কখন আপনার মতামত চেয়েছিলাম?হ্যাঁ আমাকে না।,1.0
1147,"আমি সবসময় ""শুভ সকাল"" এর পরিবর্তে ""সকাল"" বলি কারণ এটি যদি একটি শুভ সকাল হয় তবে আমি এখনও বিছানায় থাকতাম এবং মানুষের সাথে কথা বলতাম না।",1.0
1148,"আমি জানি না যে আমার সম্পর্কে ""কঠিন ব্যক্তি"" হওয়ার বিষয়ে এই সমস্ত বকাঝকা কোথা থেকে আসছে।আমি একটি ধ্রুবক f..cking আনন্দ।",1.0
1149,আমি আপনাকে অপমান করছি না।আমি আপনাকে বর্ণনা করছি।,1.0
1150,সবার জন্য কেউ আছে।এবং আপনার জন্য ব্যক্তি একজন চিকিত্সক।,1.0
1151,প্রিয় জীবন.আপনি কি কমপক্ষে লুব্রিক্যান্ট ব্যবহার শুরু করতে পারেন?,1.0
1152,"আমার অনুভূতিতে আঘাত করার বিষয়ে চিন্তা করবেন না, কারণ আমি আপনাকে গ্যারান্টি দিচ্ছি যে আমার আত্ম-সম্মানটির একটি বিটও আপনার গ্রহণযোগ্যতায় আবদ্ধ নয়।",1.0
1153,"তারা বলে যে মহিলারা দিনে 20,000 শব্দ কথা বলে।আমার একটি কন্যা আছে যে প্রাতঃরাশের মাধ্যমে এটি সম্পন্ন করে।",1.0
1154,"মাফ করবেন, জাহান্নামের কোন স্তর এটি?",1.0
1155,"যখন আমি হতাশ বোধ করি এবং কেউ ""এটি স্তন্যপান"" বলে, তখন আমি তাদের পা ভেঙে বলার তাগিদ পাই, ""এটি বন্ধ করে দিন""",1.0
1156,"আপনি আপনার মাথার ভিতরে সেই ছোট্ট কণ্ঠকে জানেন যা আপনাকে এমন জিনিস বলতে বাধা দেয় যা আপনার উচিত নয়?হ্যাঁ, আমার তা নেই।",1.0
1157,তুমি জানো আমি মানুষ সম্পর্কে কী পছন্দ করি?তাদের কুকুর।,1.0
1158,যে লোকেরা আমার কটাক্ষকে কটাক্ষ করে জবাব দেয় তারা আমার প্রিয়।,1.0
1159,"আপনি কি কখনও কারও সাথে দেখা করেছেন এবং ভেবেছিলেন, ""গর্ভনিরোধকগুলি আবিষ্কার করার কারণ রয়েছে?""",1.0
1160,আমি আপনাকে চড় মারব তবে তা হবে প্রাণীর অপব্যবহার।,1.0
1161,"বেশিরভাগ লোকের ""আহ হা"" মুহুর্ত রয়েছে।আমার কাছে ""ওহ এর জন্য ওহ, এফ..সি এই বিষ্ঠা"" মুহুর্তগুলি।",1.0
1162,আপনি কতটা বোকা হতে পারেন তা আমাকে থামাতে হবে।কিছু লোক এটিকে চ্যালেঞ্জ হিসাবে নিতে শুরু করেছে।,1.0
1163,আমি মনে করি ডিলডো পুরোপুরি গ্রহণযোগ্য অপমান।আমি আপনাকে একটি ডি.ই.কে.কে বলব তবে আপনি যথেষ্ট বাস্তব নন।,1.0
1164,যদি আপনার ফোনটি বেজে না থাকে তবে তা আমি।,1.0
1165,"যখন আপনার জীবনে কিছু ভুল হয়ে যায়, কেবল ""প্লট টুইস্ট"" চিৎকার করে এগিয়ে যান।",1.0
1166,"যদি কেউ আপনার কালো পোশাকের দিকে ইঙ্গিত করে এবং জিজ্ঞাসা করে, কার শেষকৃত্য হয় তবে আপনি কেবল ঘরের চারপাশে তাকান এবং উত্তর দিন, ""এখনও সিদ্ধান্ত নেননি।""",1.0
1167,"সুইটি, কটাক্ষ এবং অপমানকে পেশাদারদের কাছে ছেড়ে দিন।আপনি নিজেকে আঘাত করতে যাচ্ছেন।ট্র্যাফিক খেলতে যান।",1.0
1168,"তার রাজা ছাড়া রানী কী?ভাল, histor তিহাসিকভাবে, আরও ভাল।",1.0
1169,আব্রাকাদাব্রা!নাহআপনি এখনও একটি বি..সিএইচ।,1.0
1170,উহু.আমি দুঃখিত.আমার বাক্যটির মাঝামাঝি কি আপনার শুরুতে বাধা দিয়েছে?,1.0
1171,"লোকেরা যখন আপনাকে চোখ বন্ধ করে শুয়ে দেখছে, তখনও তারা জিজ্ঞাসা করে ""আপনি কি ঘুমাচ্ছেন?""এবং আমি পছন্দ করি, ""না।আমি মারা যাওয়ার প্রশিক্ষণ দিচ্ছি। """,1.0
1172,"আপনি এখানে বড়, সুন্দর কাপ কফি এখানে আসুন এবং আমরা আজ কতটা সম্পন্ন করতে যাচ্ছি সে সম্পর্কে আমাকে মিথ্যা বলুন।",1.0
1173,আমার একা সময় কখনও কখনও আপনার সুরক্ষার জন্য।,1.0
1174,কখনও কখনও আমি আশা করি যে আমি এমন লোকদের উপর বিনিয়োগ করেছি যে সময়টি আমি উপযুক্ত নয় এমন সময়ে আমি ফেরত পেতে পারি।,1.0
1175,আমি আশা করি আরও বেশি লোক নীরবে সাবলীল ছিল।,1.0
1176,দেজা পুআপনি এই বকাঝকাটি আগে শুনেছেন এমন অনুভূতি।,1.0
1177,"আমি একজন মহিলা, তবে আমি যখন পাগল হয়ে যাই তখন আমি একজন দুষ্ট দু: খিত রাক্ষস বি.সি.এইচ.সি.এবং যখন আমি খুশি, আমি কুকিজ বেক করতে এবং বিষ্ঠা করতে পছন্দ করি।",1.0
1178,"আমি ""সত্যই মিষ্টি"" এবং ""আমার সাথে গণ্ডগোল করবেন না"" এর একটি বিজোড় সংমিশ্রণ।",1.0
1179,আমি সেই মুডগুলির মধ্যে একটি যেখানে আমি কেবল কারও মুখে একটি বই ফেলে দিতে চাই এবং এর মতো হতে চাই: আমি আপনাকে ফেসবুক করেছি।,1.0
1180,আমার জিহ্বা নিয়ন্ত্রণ করা কোনও সমস্যা নয়।এটি আমার মুখ যা উদ্ধার প্রয়োজন।,1.0
1181,কিছু লোককে বোঝার চেষ্টা করা ক্লিন এন্ডে একটি টারড বাছাই করার চেষ্টা করার মতো,1.0
1182,"হুম, আমি এখানে ""f..ck এটি"" এবং ""f..ck"" এর মধ্যে এখানে আপনার মতামত ফাইল করতে যাচ্ছি।",1.0
1183,"আমি ক্ষুদ্র নই, আমি মৃত গাধা অসম্মানজনক এবং আপনি যদি সেই ক্ষুদ্র খেলাটি খেলতে চান তবে আমি আপনাকে সরাসরি অসম্মান করব।আপনার অনুভূতি আহত হবে।",1.0
1184,"আমি যা পছন্দ করি তা হ'ল ব্যয়বহুল, অবৈধ বা আমাকে ফিরে পাঠাবে না।",1.0
1185,কিছু লোক মাইগ্রেনের একটি মানব সংস্করণ।,1.0
1186,ব্যাকরণআপনার বিষ্ঠা জানার এবং আপনি বিষ্ঠা জেনে থাকার মধ্যে পার্থক্য।,1.0
1187,যদি কেবল বন্ধ মন বন্ধ মুখ দিয়ে আসে।,1.0
1188,"লোকেরা মনে করে আমি লাজুক কারণ আমি তাদের কথোপকথনে জড়িত নই।সত্য কথাটি হ'ল, তারা কী বলছে তা আমি কোনও এফ.সি.কে দেই না।",1.0
1189,আমি যখন জৈব শাকসব্জী কিনছি তখন আমি এটি ঘৃণা করি তবে আমি যখন বাড়ি ফিরে আসি তখন আমি আবিষ্কার করি যে তারা কেবল নিয়মিত ডোনাট।,1.0
1190,আমাকে একা রেখে যাওয়ার জন্য এটি একটি সুন্দর দিন।,1.0
1191,অভিনন্দন!আপনি আমাকে আবার একটি নিরর্থক টুকরোটির মতো অনুভব করতে সক্ষম হয়েছেন।আপনি কি এর জন্য একটি পুরষ্কার চান?,1.0
1192,আমি দুঃখিত যখন আমি আপনাকে বোকা বলি তখন আমি আপনার অনুভূতিতে আঘাত পেয়েছি।আমি সত্যিই ভেবেছিলাম আপনি ইতিমধ্যে জানেন।,1.0
1193,জীবন একটি স্যুপ এবং আমি একটি ফ্রিকিং কাঁটাচামচ।,1.0
1194,কিছু লোক কেবল ধন যা আপনি কেবল তাদের কবর দিতে চান।,1.0
1195,"সুইটি, আমি আপনার এই কয়েকটি বাকী বাকী মস্তিষ্কের কোষকে একসাথে রাখার এবং আমার সাথে এখানে কাজ করার দরকার আছে, ঠিক আছে?",1.0
1196,"আমাকে অপমান করার জন্য, আমাকে অবশ্যই আপনার মতামতকে মূল্য দিতে হবে।যদিও ভাল চেষ্টা করুন।",1.0
1197,আমি আপনার মানগুলির চেয়ে হিলগুলি উচ্চতর পেয়েছি।,1.0
1198,আপনি যদি পছন্দ না করেন এবং এখনও আমি যা কিছু করি তা দেখে থাকেন তবে আপনি একজন অনুরাগী।,1.0
1199,"আমি শান্ত দেখতে পাচ্ছি তবে মনে মনে, আমি আপনাকে তিনবার হত্যা করেছি।",1.0
1200,"ওহ নিশ্চিত, আপনি স্মার্ট।তিল স্ট্রিট স্মার্ট।",1.0
1201,আমি কী করছি তা নিয়ে চিন্তা করবেন না।আমি কী করছি তা নিয়ে আপনি কেন উদ্বিগ্ন তা নিয়ে চিন্তা করুন।,1.0
1202,আমি বরং কারও কাপের চায়ের চেয়ে হুইস্কির শট হব।,1.0
1203,ওহ! আমার দুরবস্থা.তোমাকে বিরক্ত করার জন্য দুঃখিত.আমি ভুলে গিয়েছিলাম যখন আপনার কোনও কিছুর জন্য আমার প্রয়োজন তখনই আমার উপস্থিতি রয়েছে।,1.0
1204,আপনি যদি ব্যঙ্গাত্মক উত্তর না চান তবে একটি বোকা প্রশ্ন জিজ্ঞাসা করবেন না।,1.0
1205,Shhhhhhhhhhhhh।কেউ গ্রাহ্য করে না.,1.0
1206,"ওহ, তুমি আমাকে ঘৃণা কর?ক্লাবে যোগদান কর!F..ck আপনি সেন্টের কোণে সাপ্তাহিক সভাগুলি রয়েছে এবং আমার গাধা ব্লাভডি চুম্বন করুন",1.0
1207,আমি 97% নিশ্চিত যে আপনি আমাকে পছন্দ করেন না তবে আমি 100% নিশ্চিত যে আমি যত্ন নিই না।,1.0
1208,আপনার নমনীয়তা আমাকে অবাক করে দেয়।আপনি কীভাবে আপনার মুখের মধ্যে এবং আপনার পাছায় একই সাথে আপনার পাছায় উঠবেন?,1.0
1209,আমার খারাপ মেজাজ নেই।আমার কেবল বুলশিটের প্রতি দ্রুত প্রতিক্রিয়া রয়েছে।,1.0
1210,"শোনো, আমি একজন সুন্দর মানুষ।সুতরাং আমি যদি আপনার কাছে বি..সিএইচ করি তবে আপনাকে কেন নিজেকে জিজ্ঞাসা করতে হবে।",1.0
1211,শুভ সকাল বিশ্ব!আপনার ব্যঙ্গাত্মক রৌদ্রের ছোট্ট রশ্মি এসে গেছে!,1.0
1212,লোকেরা বলে আমি এমন আচরণ করি যে আমি যত্ন করি না।এটি কোনও কাজ নয়।,1.0
1213,আমি আমার নিজের রসিকতাগুলিতে হাসতে না দেওয়ার চেষ্টা করি তবে আমরা সকলেই জানি আমি হাসিখুশি।,1.0
1214,আপনি 4 বিলিয়ন বছরের বিবর্তনের ফলাফল।সুতরাং এটি মত কাজ।,1.0
1215,"আমি দুঃখিত, আমি অর্ডার নিই না।আমি সবে পরামর্শ নিই।",1.0
1216,আমি সেই বন্ধু যে আপনি আপনার অন্যান্য বন্ধুরা আমার সাথে দেখা করার আগে আপনাকে ব্যাখ্যা করতে হবে।,1.0
1217,আমার মনস্তাত্ত্বিক বিরতির প্রায় সময় এসেছে।,1.0
1218,"আমি জানি আমাকে ব্যঙ্গাত্মক হতে হবে না, তবে বিশ্ব আমাকে কাজ করার জন্য এত বেশি উপাদান দিয়েছে।আমি অপচয় হতে ঘৃণা করব।",1.0
1219,"এখানে একটি টিস্যু, আপনার ঠোঁটে কিছুটা বুলশিট রয়েছে।",1.0
1220,শুধু মরা মাছগুলো ভেসে যাচ্ছে।,1.0
1221,কিছু লোক কেবল আপনাকে পছন্দ করবে যদি আপনি তাদের বাক্সের ভিতরে ফিট করেন।সেই বাক্সটি তাদের গাধা উপরে তুলতে ভয় পাবেন না।,1.0
1222,"আমি যদি বলি ""সবার আগে""।পালিয়ে গেছে কারণ আমি গবেষণা, ডেটা এবং চার্ট প্রস্তুত করেছি এবং আপনাকে ধ্বংস করব।",1.0
1223,"আমার প্রতিরক্ষা হিসাবে, আমাকে নিরীক্ষণ করা হয়েছিল।",1.0
1224,আমি একজন সুন্দর মানুষ।শুধু বি..সিএইচ বোতামটি চাপবেন না।,1.0
1225,বি..সিএইচ চড় মারছে।1836 সাল থেকে একটি..হোল লাইনে রাখা।,1.0
1226,সতর্কতা।আমি বিরক্তজিনিসগুলি বিপজ্জনক হতে পারে।,1.0
1227,আমি বর্তমানে প্রতি ঘন্টা 15 ডাব্লুটিএফের গতিতে জীবনযাপন করছি।,1.0
1228,"সাক্ষাত্কার: আপনি আপনার বর্তমান চাকরিতে কী করেন?
আমি: বেশিরভাগ ভুল এবং অনুপযুক্ত মন্তব্য।",1.0
1229,"আমি নিশ্চিত যে আমার শেষ কথাগুলি হবে, ""আপনি কি ফু… এনজি আমাকে মজা করছেন?""",1.0
1230,আমি আমার জীবনের এমন একটি পর্যায়ে এসেছি যেখানে আমার এফ..সি এর চেয়ে শক্তিশালী শব্দের প্রয়োজন।,1.0
1231,আমাদের সবার সমস্যা আছে।আমাদের মধ্যে কেউ কেউ কেবল তাদের ফেসবুকে পোস্ট না করার জন্য বেছে নেয়।,1.0
1232,"সমস্ত সততার সাথে, জিনিসগুলি আমাদের মধ্যে কখনও কাজ করবে না।আমি একজন ইউনিকর্ন, আপনি গাধা;আমি মহিমান্বিত, এবং আপনি আমার ভালবাসা কেবল একটি গাধা।",1.0
1233,এটি অবশ্যই প্রতিদিন আপনার দুটি মুখে মেকআপ করা শক্ত হওয়া উচিত।,1.0
1234,কিছুই তাদের ব্যবসায়ের কোনও নয় তার চেয়ে দ্রুত একটি দল ... গর্ত একসাথে নিয়ে আসে না।,1.0
1235,"আমার কাছে এ না ... হোল, কারণ তখন আমাকে আপনার কাছে একটি হোল হতে হবে।এবং আমি আপনার চেয়ে একটি হোলে আরও ভাল।",1.0
1236,আমার সিদ্ধান্ত গ্রহণের দক্ষতা রাস্তা পার হওয়ার সময় কাঠবিড়ালিটির সাথে সাদৃশ্যপূর্ণ।,1.0
1237,কিছু লোক স্লিনকি'র মতো।খুব বেশি অকেজো তবে আপনি যখন তাদের সিঁড়ি দিয়ে ধাক্কা দেন তখন আপনাকে হাসি দেয়,1.0
1238,আমি নিশ্চিত করতে চাই যে আমার যত্ন নেই।,1.0
1239,"অবশ্যই, আমি নিজের সাথে কথা বলি।কখনও কখনও আমার বিশেষজ্ঞের পরামর্শ প্রয়োজন।",1.0
